REF_DATE,GEO,DGUID,Alternative measures,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS 
2019-11,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,2.1,,,,1
2019-12,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,2.0,,,,1
2020-01,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,2.0,,,,1
2020-02,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,1.9,,,,1
2020-03,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,1.8,,,,1
2020-04,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,1.8,,,,1
2020-05,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,1.6,,,,1
2020-06,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,1.8,,,,1
2020-07,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,1.7,,,,1
2020-08,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,1.6,,,,1
2020-09,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,1.7,,,,1
2020-10,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,1.8,,,,1
2020-11,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,1.8,,,,1
2020-12,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,1.8,,,,1
2021-01,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,1.9,,,,1
2021-02,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,1.9,,,,1
2021-03,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,2.1,,,,1
2021-04,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,2.3,,,,1
2021-05,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,2.6,,,,1
2021-06,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,2.6,,,,1
2021-07,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,3.1,,,,1
2021-08,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,3.3,,,,1
2021-09,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,3.4,,,,1
2021-10,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,3.4,,,,1
2021-11,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,3.4,,,,1
2021-12,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,3.8,,,,1
2022-01,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,4.1,,,,1
2022-02,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,4.4,,,,1
2022-03,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,4.8,,,,1
2022-04,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,5.2,,,,1
2022-05,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,5.5,,,,1
2022-06,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,5.6,,,,1
2022-07,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,5.6,,,,1
2022-08,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,5.4,,,,1
2022-09,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,5.4,,,,1
2022-10,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,5.4,,,,1
2022-11,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,5.5,,,,1
2022-12,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,5.3,,,,1
2023-01,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,5.1,,,,1
2023-02,Canada,2016A000011124,"Measure of core inflation based on a trimmed mean approach, CPI-trim (year-over-year percent change)",Percent,239,units,0,v108785715,1.3,4.8,,,,1
2010-01,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,153.3,,,,1
2010-02,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,153.6,,,,1
2010-03,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,153.6,,,,1
2010-04,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,153.8,,,,1
2010-05,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,153.9,,,,1
2010-06,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,154.1,,,,1
2010-07,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,154.4,,,,1
2010-08,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,154.4,,,,1
2010-09,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,154.7,,,,1
2010-10,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,155.0,,,,1
2010-11,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,155.1,,,,1
2010-12,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,155.4,,,,1
2011-01,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,155.7,,,,1
2011-02,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,155.8,,,,1
2011-03,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,156.3,,,,1
2011-04,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,156.5,,,,1
2011-05,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,156.9,,,,1
2011-06,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,157.1,,,,1
2011-07,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,157.3,,,,1
2011-08,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,157.6,,,,1
2011-09,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,157.8,,,,1
2011-10,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,158.0,,,,1
2011-11,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,158.3,,,,1
2011-12,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,158.4,,,,1
2012-01,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,158.8,,,,1
2012-02,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,159.1,,,,1
2012-03,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,159.2,,,,1
2012-04,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,159.6,,,,1
2012-05,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,159.6,,,,1
2012-06,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,159.6,,,,1
2012-07,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,159.9,,,,1
2012-08,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,160.2,,,,1
2012-09,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,160.4,,,,1
2012-10,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,160.6,,,,1
2012-11,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,160.9,,,,1
2012-12,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,161.1,,,,1
2013-01,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,161.1,,,,1
2013-02,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,161.6,,,,1
2013-03,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,161.8,,,,1
2013-04,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,162.0,,,,1
2013-05,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,162.1,,,,1
2013-06,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,162.4,,,,1
2013-07,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,162.6,,,,1
2013-08,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,162.8,,,,1
2013-09,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,163.0,,,,1
2013-10,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,163.1,,,,1
2013-11,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,163.3,,,,1
2013-12,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,163.6,,,,1
2014-01,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,163.8,,,,1
2014-02,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,164.1,,,,1
2014-03,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,164.4,,,,1
2014-04,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,164.7,,,,1
2014-05,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,165.0,,,,1
2014-06,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,165.3,,,,1
2014-07,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,165.3,,,,1
2014-08,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,165.6,,,,1
2014-09,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,165.9,,,,1
2014-10,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,166.1,,,,1
2014-11,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,166.3,,,,1
2014-12,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,166.5,,,,1
2015-01,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,166.8,,,,1
2015-02,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,167.0,,,,1
2015-03,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,167.3,,,,1
2015-04,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,167.4,,,,1
2015-05,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,167.8,,,,1
2015-06,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,168.0,,,,1
2015-07,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,168.3,,,,1
2015-08,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,168.6,,,,1
2015-09,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,168.8,,,,1
2015-10,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,169.1,,,,1
2015-11,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,169.5,,,,1
2015-12,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,169.9,,,,1
2016-01,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,170.1,,,,1
2016-02,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,170.2,,,,1
2016-03,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,170.6,,,,1
2016-04,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,170.9,,,,1
2016-05,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,171.2,,,,1
2016-06,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,171.5,,,,1
2016-07,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,171.7,,,,1
2016-08,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,171.9,,,,1
2016-09,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,172.2,,,,1
2016-10,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,172.6,,,,1
2016-11,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,172.7,,,,1
2016-12,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,173.0,,,,1
2017-01,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,173.2,,,,1
2017-02,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,173.2,,,,1
2017-03,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,173.4,,,,1
2017-04,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,173.7,,,,1
2017-05,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,173.9,,,,1
2017-06,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,174.1,,,,1
2017-07,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,174.4,,,,1
2017-08,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,174.7,,,,1
2017-09,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,174.9,,,,1
2017-10,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,175.2,,,,1
2017-11,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,175.5,,,,1
2017-12,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,175.9,,,,1
2018-01,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,176.2,,,,1
2018-02,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,176.4,,,,1
2018-03,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,176.6,,,,1
2018-04,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,176.8,,,,1
2018-05,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,177.0,,,,1
2018-06,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,177.3,,,,1
2018-07,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,177.6,,,,1
2018-08,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,177.9,,,,1
2018-09,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,178.1,,,,1
2018-10,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,178.4,,,,1
2018-11,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,178.6,,,,1
2018-12,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,178.9,,,,1
2019-01,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,179.3,,,,1
2019-02,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,179.7,,,,1
2019-03,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,180.1,,,,1
2019-04,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,180.2,,,,1
2019-05,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,180.5,,,,1
2019-06,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,180.7,,,,1
2019-07,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,181.1,,,,1
2019-08,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,181.4,,,,1
2019-09,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,181.6,,,,1
2019-10,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,181.9,,,,1
2019-11,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,182.3,,,,1
2019-12,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,182.5,,,,1
2020-01,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,182.8,,,,1
2020-02,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,183.1,,,,1
2020-03,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,183.3,,,,1
2020-04,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,183.6,,,,1
2020-05,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,183.7,,,,1
2020-06,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,184.1,,,,1
2020-07,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,184.3,,,,1
2020-08,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,184.6,,,,1
2020-09,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,185.1,,,,1
2020-10,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,185.7,,,,1
2020-11,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,186.0,,,,1
2020-12,Canada,2016A000011124,"Measure of core inflation based on a weighted median approach, CPI-median (index, 198901=100)",198901=100,435,units,0,v1481215115,1.10,186.2,,,,1
